12.7877 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
139.3764 	EXP 	fixation: autoDraw = False
139.3764 	EXP 	grating: autoDraw = True
139.6763 	EXP 	grating: autoDraw = False
140.8111 	EXP 	New trial (rep=62, index=0): None
140.8120 	DATA 	Keypress: down
140.8249 	EXP 	fixation: autoDraw = False
140.8249 	EXP 	grating: autoDraw = False
140.8249 	EXP 	grating: ori = 0.0
140.8249 	EXP 	fixation: autoDraw = True
141.8242 	EXP 	fixation: autoDraw = False
141.8242 	EXP 	grating: autoDraw = True
142.1239 	EXP 	grating: autoDraw = False
142.5437 	EXP 	New trial (rep=63, index=0): None
142.5449 	DATA 	Keypress: up
142.5572 	EXP 	fixation: autoDraw = False
142.5572 	EXP 	grating: autoDraw = False
142.5572 	EXP 	grating: ori = 0.0
142.5572 	EXP 	fixation: autoDraw = True
143.5566 	EXP 	fixation: autoDraw = False
143.5566 	EXP 	grating: autoDraw = True
143.8561 	EXP 	grating: autoDraw = False
144.3748 	EXP 	New trial (rep=64, index=0): None
144.3757 	DATA 	Keypress: up
144.3892 	EXP 	fixation: autoDraw = False
144.3892 	EXP 	grating: autoDraw = False
144.3892 	EXP 	grating: ori = 0.0
144.3892 	EXP 	fixation: autoDraw = True
145.3882 	EXP 	grating: autoDraw = True
145.4047 	EXP 	fixation: autoDraw = False
145.6882 	EXP 	grating: autoDraw = False
145.8230 	EXP 	New trial (rep=65, index=0): None
145.8239 	DATA 	Keypress: up
145.8377 	EXP 	fixation: autoDraw = False
145.8377 	EXP 	grating: autoDraw = False
145.8377 	EXP 	grating: ori = -2.0
145.8377 	EXP 	fixation: autoDraw = True
146.8370 	EXP 	fixation: autoDraw = False
146.8370 	EXP 	grating: autoDraw = True
147.1369 	EXP 	grating: autoDraw = False
147.7058 	EXP 	New trial (rep=66, index=0): None
147.7070 	DATA 	Keypress: up
147.7194 	EXP 	fixation: autoDraw = False
147.7194 	EXP 	grating: autoDraw = False
147.7194 	EXP 	grating: ori = 0.0
147.7194 	EXP 	fixation: autoDraw = True
148.7188 	EXP 	fixation: autoDraw = False
148.7188 	EXP 	grating: autoDraw = True
149.0181 	EXP 	grating: autoDraw = False
149.5042 	EXP 	New trial (rep=67, index=0): None
149.5054 	DATA 	Keypress: down
149.5179 	EXP 	fixation: autoDraw = False
149.5179 	EXP 	grating: autoDraw = False
149.5179 	EXP 	grating: ori = 0.0
149.5179 	EXP 	fixation: autoDraw = True
150.5172 	EXP 	fixation: autoDraw = False
150.5172 	EXP 	grating: autoDraw = True
150.8169 	EXP 	grating: autoDraw = False
151.3034 	EXP 	New trial (rep=68, index=0): None
151.3049 	DATA 	Keypress: up
151.3165 	EXP 	fixation: autoDraw = False
151.3165 	EXP 	grating: autoDraw = False
151.3165 	EXP 	grating: ori = 2.0
151.3165 	EXP 	fixation: autoDraw = True
152.3158 	EXP 	fixation: autoDraw = False
152.3158 	EXP 	grating: autoDraw = True
152.6153 	EXP 	grating: autoDraw = False
152.9356 	EXP 	New trial (rep=69, index=0): None
152.9370 	DATA 	Keypress: down
152.9486 	EXP 	fixation: autoDraw = False
152.9486 	EXP 	grating: autoDraw = False
152.9486 	EXP 	grating: ori = 3.0
152.9486 	EXP 	fixation: autoDraw = True
153.9479 	EXP 	fixation: autoDraw = False
153.9479 	EXP 	grating: autoDraw = True
154.2476 	EXP 	grating: autoDraw = False
154.8671 	EXP 	New trial (rep=70, index=0): None
154.8683 	DATA 	Keypress: down
154.8805 	EXP 	fixation: autoDraw = False
154.8805 	EXP 	grating: autoDraw = False
154.8805 	EXP 	grating: ori = 0.0
154.8805 	EXP 	fixation: autoDraw = True
155.8797 	EXP 	grating: autoDraw = True
155.8963 	EXP 	fixation: autoDraw = False
156.1795 	EXP 	grating: autoDraw = False
156.3154 	EXP 	New trial (rep=71, index=0): None
156.3166 	DATA 	Keypress: up
156.3292 	EXP 	fixation: autoDraw = False
156.3292 	EXP 	grating: autoDraw = False
156.3292 	EXP 	grating: ori = 0.0
156.3292 	EXP 	fixation: autoDraw = True
157.3284 	EXP 	fixation: autoDraw = False
157.3284 	EXP 	grating: autoDraw = True
157.6280 	EXP 	grating: autoDraw = False
157.8144 	EXP 	New trial (rep=72, index=0): None
157.8156 	DATA 	Keypress: up
157.8281 	EXP 	fixation: autoDraw = False
157.8281 	EXP 	grating: autoDraw = False
157.8281 	EXP 	grating: ori = 3.0
157.8281 	EXP 	fixation: autoDraw = True
158.8274 	EXP 	grating: autoDraw = True
158.8439 	EXP 	fixation: autoDraw = False
159.1269 	EXP 	grating: autoDraw = False
159.4446 	EXP 	New trial (rep=73, index=0): None
159.4453 	DATA 	Keypress: down
159.4594 	EXP 	fixation: autoDraw = False
159.4594 	EXP 	grating: autoDraw = False
159.4594 	EXP 	grating: ori = -3.0
159.4594 	EXP 	fixation: autoDraw = True
160.4591 	EXP 	fixation: autoDraw = False
160.4591 	EXP 	grating: autoDraw = True
160.7588 	EXP 	grating: autoDraw = False
160.9786 	EXP 	New trial (rep=74, index=0): None
160.9797 	DATA 	Keypress: up
160.9921 	EXP 	fixation: autoDraw = False
160.9921 	EXP 	grating: autoDraw = False
160.9921 	EXP 	grating: ori = 0.0
160.9921 	EXP 	fixation: autoDraw = True
161.9914 	EXP 	fixation: autoDraw = False
161.9914 	EXP 	grating: autoDraw = True
162.2910 	EXP 	grating: autoDraw = False
162.6274 	EXP 	New trial (rep=75, index=0): None
162.6285 	DATA 	Keypress: up
162.6407 	EXP 	fixation: autoDraw = False
162.6407 	EXP 	grating: autoDraw = False
162.6407 	EXP 	grating: ori = -2.0
162.6407 	EXP 	fixation: autoDraw = True
163.6397 	EXP 	grating: autoDraw = True
163.6561 	EXP 	fixation: autoDraw = False
163.9394 	EXP 	grating: autoDraw = False
164.0761 	EXP 	New trial (rep=76, index=0): None
164.0777 	DATA 	Keypress: up
164.0895 	EXP 	fixation: autoDraw = False
164.0895 	EXP 	grating: autoDraw = False
164.0895 	EXP 	grating: ori = 0.0
164.0895 	EXP 	fixation: autoDraw = True
165.0887 	EXP 	fixation: autoDraw = False
165.0887 	EXP 	grating: autoDraw = True
165.3886 	EXP 	grating: autoDraw = False
165.7564 	EXP 	New trial (rep=77, index=0): None
165.7572 	DATA 	Keypress: up
165.7715 	EXP 	fixation: autoDraw = False
165.7715 	EXP 	grating: autoDraw = False
165.7715 	EXP 	grating: ori = 3.0
165.7715 	EXP 	fixation: autoDraw = True
166.7707 	EXP 	grating: autoDraw = True
166.7875 	EXP 	fixation: autoDraw = False
167.0703 	EXP 	grating: autoDraw = False
167.6900 	EXP 	New trial (rep=78, index=0): None
167.6912 	DATA 	Keypress: down
167.7031 	EXP 	fixation: autoDraw = False
167.7031 	EXP 	grating: autoDraw = False
167.7031 	EXP 	grating: ori = -5.0
167.7031 	EXP 	fixation: autoDraw = True
168.7023 	EXP 	fixation: autoDraw = False
168.7023 	EXP 	grating: autoDraw = True
169.0020 	EXP 	grating: autoDraw = False
169.5041 	EXP 	New trial (rep=79, index=0): None
169.5052 	DATA 	Keypress: down
169.5183 	EXP 	fixation: autoDraw = False
169.5183 	EXP 	grating: autoDraw = False
169.5183 	EXP 	grating: ori = 0.0
169.5183 	EXP 	fixation: autoDraw = True
170.5178 	EXP 	fixation: autoDraw = False
170.5178 	EXP 	grating: autoDraw = True
170.8175 	EXP 	grating: autoDraw = False
171.2520 	EXP 	New trial (rep=80, index=0): None
171.2529 	DATA 	Keypress: up
171.2667 	EXP 	fixation: autoDraw = False
171.2667 	EXP 	grating: autoDraw = False
171.2667 	EXP 	grating: ori = 3.0
171.2667 	EXP 	fixation: autoDraw = True
172.2662 	EXP 	fixation: autoDraw = False
172.2662 	EXP 	grating: autoDraw = True
172.5658 	EXP 	grating: autoDraw = False
173.0684 	EXP 	New trial (rep=81, index=0): None
173.0696 	DATA 	Keypress: down
173.0822 	EXP 	fixation: autoDraw = False
173.0822 	EXP 	grating: autoDraw = False
173.0822 	EXP 	grating: ori = 0.0
173.0822 	EXP 	fixation: autoDraw = True
174.0810 	EXP 	grating: autoDraw = True
174.0976 	EXP 	fixation: autoDraw = False
174.3811 	EXP 	grating: autoDraw = False
174.8339 	EXP 	New trial (rep=82, index=0): None
174.8351 	DATA 	Keypress: up
174.8470 	EXP 	fixation: autoDraw = False
174.8470 	EXP 	grating: autoDraw = False
174.8470 	EXP 	grating: ori = 1.0
174.8470 	EXP 	fixation: autoDraw = True
175.8462 	EXP 	fixation: autoDraw = False
175.8462 	EXP 	grating: autoDraw = True
176.1457 	EXP 	grating: autoDraw = False
176.3651 	EXP 	New trial (rep=83, index=0): None
176.3660 	DATA 	Keypress: up
176.3793 	EXP 	fixation: autoDraw = False
176.3793 	EXP 	grating: autoDraw = False
176.3793 	EXP 	grating: ori = 0.0
176.3793 	EXP 	fixation: autoDraw = True
177.3784 	EXP 	fixation: autoDraw = False
177.3784 	EXP 	grating: autoDraw = True
177.6785 	EXP 	grating: autoDraw = False
177.9466 	DATA 	Keypress: up
177.9646 	EXP 	New trial (rep=84, index=0): None
177.9780 	EXP 	fixation: autoDraw = False
177.9780 	EXP 	grating: autoDraw = False
177.9780 	EXP 	grating: ori = -4.0
177.9780 	EXP 	fixation: autoDraw = True
178.9774 	EXP 	fixation: autoDraw = False
178.9774 	EXP 	grating: autoDraw = True
179.2770 	EXP 	grating: autoDraw = False
179.6623 	EXP 	New trial (rep=85, index=0): None
179.6633 	DATA 	Keypress: down
179.6766 	EXP 	fixation: autoDraw = False
179.6766 	EXP 	grating: autoDraw = False
179.6766 	EXP 	grating: ori = -5.0
179.6766 	EXP 	fixation: autoDraw = True
180.6758 	EXP 	fixation: autoDraw = False
180.6758 	EXP 	grating: autoDraw = True
180.9756 	EXP 	grating: autoDraw = False
181.5275 	EXP 	New trial (rep=86, index=0): None
181.5287 	DATA 	Keypress: down
181.5417 	EXP 	fixation: autoDraw = False
181.5417 	EXP 	grating: autoDraw = False
181.5417 	EXP 	grating: ori = 0.0
181.5417 	EXP 	fixation: autoDraw = True
181.5427 	DATA 	Keypress: up
182.5408 	EXP 	fixation: autoDraw = False
182.5408 	EXP 	grating: autoDraw = True
182.8406 	EXP 	grating: autoDraw = False
183.3275 	EXP 	New trial (rep=87, index=0): None
183.3289 	DATA 	Keypress: up
183.3400 	EXP 	fixation: autoDraw = False
183.3400 	EXP 	grating: autoDraw = False
183.3400 	EXP 	grating: ori = -3.0
183.3400 	EXP 	fixation: autoDraw = True
184.3395 	EXP 	fixation: autoDraw = False
184.3395 	EXP 	grating: autoDraw = True
184.6391 	EXP 	grating: autoDraw = False
185.2418 	EXP 	New trial (rep=88, index=0): None
185.2428 	DATA 	Keypress: down
185.2553 	EXP 	fixation: autoDraw = False
185.2553 	EXP 	grating: autoDraw = False
185.2553 	EXP 	grating: ori = 3.0
185.2553 	EXP 	fixation: autoDraw = True
186.2543 	EXP 	grating: autoDraw = True
186.2709 	EXP 	fixation: autoDraw = False
186.5544 	EXP 	grating: autoDraw = False
187.1239 	EXP 	New trial (rep=89, index=0): None
187.1251 	DATA 	Keypress: down
187.1370 	EXP 	fixation: autoDraw = False
187.1370 	EXP 	grating: autoDraw = False
187.1370 	EXP 	grating: ori = 0.0
187.1370 	EXP 	fixation: autoDraw = True
188.1363 	EXP 	fixation: autoDraw = False
188.1363 	EXP 	grating: autoDraw = True
188.4361 	EXP 	grating: autoDraw = False
188.6720 	EXP 	New trial (rep=90, index=0): None
188.6732 	DATA 	Keypress: up
188.6856 	EXP 	fixation: autoDraw = False
188.6856 	EXP 	grating: autoDraw = False
188.6856 	EXP 	grating: ori = -2.0
188.6856 	EXP 	fixation: autoDraw = True
189.6851 	EXP 	fixation: autoDraw = False
189.6851 	EXP 	grating: autoDraw = True
189.9849 	EXP 	grating: autoDraw = False
190.5543 	EXP 	New trial (rep=91, index=0): None
190.5556 	DATA 	Keypress: down
190.5678 	EXP 	fixation: autoDraw = False
190.5678 	EXP 	grating: autoDraw = False
190.5678 	EXP 	grating: ori = -5.0
190.5678 	EXP 	fixation: autoDraw = True
191.5672 	EXP 	fixation: autoDraw = False
191.5672 	EXP 	grating: autoDraw = True
191.8665 	EXP 	grating: autoDraw = False
192.3023 	EXP 	New trial (rep=92, index=0): None
192.3033 	DATA 	Keypress: down
192.3162 	EXP 	fixation: autoDraw = False
192.3162 	EXP 	grating: autoDraw = False
192.3162 	EXP 	grating: ori = 0.0
192.3162 	EXP 	fixation: autoDraw = True
193.3156 	EXP 	fixation: autoDraw = False
193.3156 	EXP 	grating: autoDraw = True
193.6154 	EXP 	grating: autoDraw = False
194.0519 	EXP 	New trial (rep=93, index=0): None
194.0532 	DATA 	Keypress: up
194.0650 	EXP 	fixation: autoDraw = False
194.0650 	EXP 	grating: autoDraw = False
194.0650 	EXP 	grating: ori = 3.0
194.0650 	EXP 	fixation: autoDraw = True
195.0641 	EXP 	fixation: autoDraw = False
195.0641 	EXP 	grating: autoDraw = True
195.3638 	EXP 	grating: autoDraw = False
195.7008 	EXP 	New trial (rep=94, index=0): None
195.7022 	DATA 	Keypress: up
195.7134 	EXP 	fixation: autoDraw = False
195.7134 	EXP 	grating: autoDraw = False
195.7134 	EXP 	grating: ori = 2.0
195.7134 	EXP 	fixation: autoDraw = True
196.7127 	EXP 	fixation: autoDraw = False
196.7127 	EXP 	grating: autoDraw = True
197.0125 	EXP 	grating: autoDraw = False
197.5489 	EXP 	New trial (rep=95, index=0): None
197.5502 	DATA 	Keypress: up
197.5619 	EXP 	fixation: autoDraw = False
197.5619 	EXP 	grating: autoDraw = False
197.5619 	EXP 	grating: ori = 0.0
197.5619 	EXP 	fixation: autoDraw = True
198.5611 	EXP 	fixation: autoDraw = False
198.5611 	EXP 	grating: autoDraw = True
198.8609 	EXP 	grating: autoDraw = False
199.3138 	EXP 	New trial (rep=96, index=0): None
199.3152 	DATA 	Keypress: up
199.3271 	EXP 	fixation: autoDraw = False
199.3271 	EXP 	grating: autoDraw = False
199.3271 	EXP 	grating: ori = 0.0
199.3271 	EXP 	fixation: autoDraw = True
200.3262 	EXP 	fixation: autoDraw = False
200.3262 	EXP 	grating: autoDraw = True
200.6259 	EXP 	grating: autoDraw = False
201.1776 	EXP 	New trial (rep=97, index=0): None
201.1786 	DATA 	Keypress: down
201.1921 	EXP 	fixation: autoDraw = False
201.1921 	EXP 	grating: autoDraw = False
201.1921 	EXP 	grating: ori = 0.0
201.1921 	EXP 	fixation: autoDraw = True
202.1915 	EXP 	fixation: autoDraw = False
202.1915 	EXP 	grating: autoDraw = True
202.4912 	EXP 	grating: autoDraw = False
202.8607 	EXP 	New trial (rep=98, index=0): None
202.8619 	DATA 	Keypress: up
202.8742 	EXP 	fixation: autoDraw = False
202.8742 	EXP 	grating: autoDraw = False
202.8742 	EXP 	grating: ori = 4.0
202.8742 	EXP 	fixation: autoDraw = True
203.8734 	EXP 	fixation: autoDraw = False
203.8734 	EXP 	grating: autoDraw = True
204.1731 	EXP 	grating: autoDraw = False
204.8584 	EXP 	New trial (rep=99, index=0): None
204.8593 	DATA 	Keypress: down
204.8725 	EXP 	fixation: autoDraw = False
204.8725 	EXP 	grating: autoDraw = False
204.8725 	EXP 	grating: ori = 0.0
204.8725 	EXP 	fixation: autoDraw = True
205.8717 	EXP 	fixation: autoDraw = False
205.8717 	EXP 	grating: autoDraw = True
206.1712 	EXP 	grating: autoDraw = False
206.7732 	DATA 	Keypress: up
206.7876 	EXP 	fixation: autoDraw = False
206.7876 	EXP 	grating: autoDraw = False
206.9479 	EXP 	window1: mouseVisible = True
